target_word,range,quarter,mean_projection,std_projection,median_projection,min_projection,max_projection,count,accuracy,total_sentences,correct_predictions
혼인,range2,2022Q1,-0.060683191201411135,0.019595045444742918,-0.05707450956106186,-0.17415037751197815,0.0030671064741909504,949,0.7417085427135678,995,738
초음파,range2,2022Q1,-0.08091096280385619,0.01976198057168354,-0.07769963890314102,-0.17122869193553925,-0.018896259367465973,621,0.680379746835443,632,430
부모님,range2,2022Q1,-0.08797877517043928,0.025835436446502328,-0.08418002352118492,-0.21816566586494446,-0.013578255660831928,726,0.564,750,423
입원,range2,2022Q1,-0.07792216135253166,0.01697911541833202,-0.07617516815662384,-0.1708551049232483,-0.012155862525105476,725,0.7262872628726287,738,536
진통,range2,2022Q1,-0.0819250418979209,0.020009612468506445,-0.07728956639766693,-0.1939428150653839,-0.027409402653574944,640,0.6270676691729323,665,417
태명,range2,2022Q1,-0.09299635658242617,0.024807271941174977,-0.0859958864748478,-0.23634843528270721,-0.04618794843554497,498,0.6045627376425855,526,318
자연분만,range2,2022Q1,-0.0802385399527779,0.019005750944016034,-0.07647120207548141,-0.20094388723373413,-0.03827361762523651,541,0.6489945155393053,547,355
제왕절개,range2,2022Q1,-0.07567964327767009,0.016578712319546468,-0.0725872665643692,-0.18192388117313385,-0.03727373853325844,649,0.6946564885496184,655,455
통증,range2,2022Q1,-0.07544173136301024,0.014837768083042862,-0.07397634908556938,-0.14944124221801758,-0.031849972903728485,568,0.7744107744107744,594,460
수술,range2,2022Q1,-0.07833459126654992,0.019070613017310032,-0.07511691749095917,-0.19795778393745422,-0.01963271200656891,724,0.5596330275229358,763,427
생후,range2,2022Q1,-0.08598258646021537,0.023457246115471363,-0.08398683369159698,-0.1869186908006668,-0.01472220104187727,477,0.9346938775510204,490,458
신혼부부,range2,2022Q1,-0.05938928407567718,0.020932092855307727,-0.05841365456581116,-0.1528436541557312,-0.008713304996490479,549,0.5797101449275363,552,320
물티슈,range2,2022Q1,-0.08449912148046652,0.013842954086444688,-0.08354799449443817,-0.16414138674736023,-0.01978619024157524,451,0.8973799126637555,458,411
이유식,range2,2022Q1,-0.08931259473468207,0.016693494798245848,-0.08739717304706573,-0.19862961769104004,-0.039854634553194046,393,0.5692695214105793,397,226
비혼,range2,2022Q1,-0.06495444677955195,0.031108330271172734,-0.06032641977071762,-0.18661528825759888,0.024277690798044205,463,0.0,478,0
아내,range2,2022Q1,-0.08170161687120134,0.02379138135433535,-0.0769212543964386,-0.17105938494205475,-0.009336615912616253,699,0.22789115646258504,882,201
통계,range2,2022Q1,-0.02911837182261727,0.02328662280869178,-0.023663083091378212,-0.12448197603225708,0.052068665623664856,550,0.7070175438596491,570,403
제도,range2,2022Q1,-0.05699115108454089,0.031938673166037164,-0.05885918065905571,-0.23095861077308655,0.03349094092845917,1295,0.6344873501997337,1502,953
고령화,range2,2022Q1,-0.047297582462696094,0.02412666503685293,-0.04567995294928551,-0.21911874413490295,0.03349091485142708,413,0.851764705882353,425,362
양육,range2,2022Q1,-0.07411320024922162,0.018776142330797402,-0.0728311538696289,-0.1594724953174591,0.0022089052945375443,863,0.6791383219954649,882,599
연애,range2,2022Q1,-0.07583636027605584,0.025205154136240478,-0.07291480898857117,-0.17796310782432556,0.024277690798044205,420,0.47954545454545455,440,211
출생아,range2,2022Q1,-0.04512964603421477,0.022282182591947905,-0.04131605662405491,-0.13187922537326813,0.00020521506667137146,468,0.6588983050847458,472,311
애들,range2,2022Q1,-0.09879396270727739,0.02930979468412731,-0.09752374514937401,-0.1880437433719635,0.006612435914576054,400,0.0,422,0
남성,range2,2022Q1,-0.07199279748801621,0.027400382722726317,-0.0686713457107544,-0.19605591893196106,0.012213374488055706,1719,0.48670062252405205,1767,860
내진,range2,2022Q1,-0.07900736457828818,0.014078871994624678,-0.07611002027988434,-0.16479507088661194,-0.014468211680650711,290,0.7533333333333333,300,226
통계청,range2,2022Q1,-0.027217884780839086,0.018667542955329054,-0.022347725927829742,-0.15590327978134155,0.012874288484454155,360,0.9285714285714286,364,338
복지,range2,2022Q1,-0.05283520388004414,0.025229770948490094,-0.0563206672668457,-0.17989608645439148,0.03661397099494934,745,0.356297093649085,929,331
가사,range2,2022Q1,-0.07737504321699723,0.024037668580191164,-0.07542626932263374,-0.18631808459758759,0.024277690798044205,390,0.47674418604651164,430,205
아동,range2,2022Q1,-0.06453762589507497,0.02090045846823956,-0.0652204230427742,-0.1546000838279724,0.010219756513834,699,0.463130659767141,773,358
출산률,range2,2022Q1,-0.06424426567422128,0.03133702854748207,-0.05981983058154583,-0.19843240082263947,-0.00599686149507761,304,0.0,315,0
태동검사,range2,2022Q1,-0.07413173065225849,0.012834947602928528,-0.07158205658197403,-0.14778605103492737,-0.044468238949775696,281,0.3684210526315789,285,105
산부인과,range2,2022Q1,-0.07405789966968929,0.017810599109448842,-0.07389376312494278,-0.17002195119857788,-0.00898033007979393,850,0.7114942528735633,870,619
돌봄,range2,2022Q1,-0.06931630090037559,0.018059424060494975,-0.07088404148817062,-0.16162718832492828,-0.008133502677083015,329,0.6807228915662651,332,226
유도분만,range2,2022Q1,-0.07939232503274073,0.015901765009971675,-0.0752997025847435,-0.17760390043258667,-0.0495041161775589,297,0.7070707070707071,297,210
독박육아,range2,2022Q1,-0.08461795826279468,0.029209238433767697,-0.07651340961456299,-0.19628752768039703,-0.016185255721211433,257,0.0,272,0
주택,range2,2022Q1,-0.059483563244741945,0.015810440937399917,-0.061769988387823105,-0.13683559000492096,0.024277690798044205,504,0.6554307116104869,534,350
저출생,range2,2022Q1,-0.049218056291950994,0.018403024288584348,-0.04892856068909168,-0.1484546661376953,-0.0033965015318244696,266,0.0,270,0
합계출산율,range2,2022Q1,-0.04640672628518714,0.01874616652718893,-0.04852626845240593,-0.1289556920528412,0.0030671064741909504,344,0.7936046511627907,344,273
가구,range2,2022Q1,-0.05857317286456334,0.023629194112959183,-0.05897732637822628,-0.1462687999010086,0.026040740311145782,598,0.663093415007657,653,433
주거,range2,2022Q1,-0.0625892329294278,0.0247835782613615,-0.05921502411365509,-0.16886574029922485,-0.0102455485612154,514,0.5381882770870338,563,303
출생신고,range2,2022Q1,-0.07101649650425282,0.015546734772460321,-0.07177276164293289,-0.17741620540618896,-0.023056533187627792,318,0.6761006289308176,318,215
맞벌이,range2,2022Q1,-0.06879667037790672,0.02483429819995894,-0.06679540872573853,-0.17506083846092224,0.006588587537407875,297,0.7320261437908496,306,224
혼인신고,range2,2022Q1,-0.06445331626558957,0.013138038744298775,-0.06648456305265427,-0.13422313332557678,-0.018763313069939613,292,0.07534246575342465,292,22
집안일,range2,2022Q1,-0.08313291093153898,0.020053660590465944,-0.07758846879005432,-0.17514844238758087,-0.026112491264939308,299,0.3770491803278688,305,115
쌍둥이,range2,2022Q1,-0.08857981692579456,0.02328036807776759,-0.08681715279817581,-0.17105938494205475,-0.02868500165641308,399,0.5672371638141809,409,232
촉진제,range2,2022Q1,-0.07631509476341307,0.018351459465908382,-0.07312747463583946,-0.23095861077308655,-0.02232230454683304,160,0.2392638036809816,163,39
이혼,range2,2022Q1,-0.06541341015338244,0.023661557898479076,-0.06290695816278458,-0.16535156965255737,0.014981635846197605,353,0.6509695290858726,361,235
모유,range2,2022Q1,-0.08824555501272231,0.01786578111208653,-0.087962806224823,-0.18678683042526245,0.024277690798044205,803,0.8448275862068966,812,686
어린이집,range2,2022Q1,-0.07939427859279063,0.021808883828054508,-0.07601962983608246,-0.20793695747852325,-0.012105414643883705,483,0.5995934959349594,492,295
모유수유,range2,2022Q1,-0.08030617173582998,0.017381462510130986,-0.07714510709047318,-0.1598980873823166,-0.028960272669792175,481,0.4024640657084189,487,196
의사,range2,2022Q1,-0.06700558249608707,0.02605807266702677,-0.06344769895076752,-0.1828053891658783,0.000760253518819809,887,0.6376237623762376,1010,644
산후조리,range2,2022Q1,-0.07356176553845062,0.017461347490933924,-0.07187746465206146,-0.19673597812652588,-0.017198555171489716,693,0.04397163120567376,705,31
유치원,range2,2022Q1,-0.07855174418350835,0.021122721145841926,-0.0775848999619484,-0.15696367621421814,0.006612435914576054,218,0.4017857142857143,224,90
태아,range2,2022Q1,-0.08151232127665202,0.020805572058785818,-0.08147289603948593,-0.1486346423625946,-0.006594445556402206,844,0.44495944380069524,863,384
전문의,range2,2022Q1,-0.07727605809661794,0.016441200817048415,-0.07599959522485733,-0.13445359468460083,-0.01467909850180149,187,0.8112244897959183,196,159
젖,range2,2022Q1,-0.09240491542194681,0.01802202396178201,-0.09045535698533058,-0.20161360502243042,0.024277739226818085,996,0.33664349553128103,1007,339
산후조리원,range2,2022Q1,-0.07380582022765451,0.013486107258020175,-0.07333642989397049,-0.14130383729934692,-0.03132407367229462,484,0.5881147540983607,488,287
의학,range2,2022Q1,-0.05684692291452468,0.022193782764517476,-0.059615397825837135,-0.1222042590379715,0.006612435914576054,206,0.42127659574468085,235,99
아이들,range2,2022Q1,-0.0906277374707968,0.024559326342569528,-0.08704696595668793,-0.18681150674819946,-0.0013791942037642002,1304,0.6778115501519757,1316,892
태교,range2,2022Q1,-0.08673815777352119,0.023840453477906448,-0.08199022710323334,-0.20719550549983978,-0.012268433347344398,527,0.6063432835820896,536,325
진료,range2,2022Q1,-0.07704216648677462,0.019414952554151252,-0.07631699740886688,-0.190082848072052,0.024277690798044205,665,0.5578034682080925,692,386
소아과,range2,2022Q1,-0.07516644174981978,0.02262966688904664,-0.07555357366800308,-0.16035357117652893,-0.008649056777358055,194,0.0,199,0
출산,range2,2022Q2,-0.06012740028993482,0.026332977268710714,-0.06266665458679199,-0.21277475357055664,0.049870334565639496,12107,0.8479857915556632,12387,10504
육아,range2,2022Q2,-0.06923238932984867,0.029357197926391014,-0.06989245116710663,-0.2367483377456665,0.049870334565639496,8485,0.8507342817806334,8716,7415
아이,range2,2022Q2,-0.08427554838230354,0.020157094075543263,-0.08514995872974396,-0.2367483377456665,0.016499608755111694,6021,0.6741793238608526,6123,4128
아기,range2,2022Q2,-0.08496652377877968,0.023770118162888845,-0.08677910268306732,-0.22965893149375916,0.03847862035036087,5419,0.7357091172214182,5528,4067
임신,range2,2022Q2,-0.06842451155909944,0.022225945451435122,-0.06711140275001526,-0.20362108945846558,0.03847862035036087,5262,0.7175257731958763,5335,3828
엄마,range2,2022Q2,-0.08952517297559316,0.021951830894197884,-0.0887584239244461,-0.2078380584716797,0.016499608755111694,3781,0.5613807422787438,3853,2163
결혼,range2,2022Q2,-0.06520937976763687,0.023201228666163278,-0.06496835500001907,-0.18904227018356323,0.03847862035036087,3600,0.7100412654745529,3635,2581
애,range2,2022Q2,-0.0920617580263155,0.028722491400529522,-0.09226641058921814,-0.2367483377456665,0.05602176487445831,5007,0.23394820858460447,5638,1319
남편,range2,2022Q2,-0.08762723432150377,0.022021892621674605,-0.08698004484176636,-0.19489629566669464,0.004087214358150959,2587,0.4959847036328872,2615,1297
신생아,range2,2022Q2,-0.08157881136239346,0.024755639556055854,-0.0845026969909668,-0.17222148180007935,0.03847862035036087,2415,0.640973630831643,2465,1580
병원,range2,2022Q2,-0.07210709812868832,0.022289012543299506,-0.07778840139508247,-0.1985042542219162,0.03331403434276581,2322,0.7640117994100295,2373,1813
저출산,range2,2022Q2,-0.04580712423259236,0.02616883349913236,-0.04064059257507324,-0.17887422442436218,0.029938334599137306,2148,0.8576036866359447,2170,1861
아빠,range2,2022Q2,-0.09315198250682853,0.02455476899974621,-0.09226257354021072,-0.2367483377456665,0.018765298649668694,2017,0.6698656429942419,2084,1396
지원,range2,2022Q2,-0.049427371516206055,0.02582954461889541,-0.04980417340993881,-0.17305967211723328,0.049870334565639496,2741,0.7701430066271364,2867,2208
산모,range2,2022Q2,-0.07505639587537069,0.02272531520370213,-0.07952512800693512,-0.16477841138839722,0.03847862035036087,1963,0.5047858942065491,1985,1002
정책,range2,2022Q2,-0.04588411622853857,0.022130759036784204,-0.04461555927991867,-0.17415502667427063,0.03847862035036087,2071,0.8559518295507179,2159,1848
개월,range2,2022Q2,-0.08618784877047603,0.024149999198419064,-0.08525457978248596,-0.17003466188907623,0.05602176487445831,1219,0.5871591301346221,2897,1701
분만,range2,2022Q2,-0.07318007425803244,0.019237230862118725,-0.07456384599208832,-0.198993980884552,0.009605951607227325,1359,0.6551507537688442,1592,1043
아가,range2,2022Q2,-0.09056896939355094,0.02656844597665103,-0.09360706061124802,-0.2367483377456665,0.006165532395243645,1724,0.1294881588999236,2618,339
자녀,range2,2022Q2,-0.07252302645696714,0.021210058821428977,-0.07519231736660004,-0.18525084853172302,0.016499608755111694,1565,0.5768512756689483,1607,927
임산부,range2,2022Q2,-0.07200707292645014,0.025147498668434576,-0.07424429059028625,-0.22631260752677917,0.03847862035036087,1431,0.5416379903647626,1453,787
돌,range2,2022Q2,-0.09014714846850044,0.029406398357426065,-0.0909147635102272,-0.22965893149375916,0.049870334565639496,3729,0.2212173062820826,4091,905
둘째,range2,2022Q2,-0.08195651191687048,0.024751160817270853,-0.08556012809276581,-0.1634976863861084,0.0022123362869024277,1368,0.6834895457822638,1387,948
부모,range2,2022Q2,-0.07747850757215304,0.028447476864001266,-0.08109921216964722,-0.1805647760629654,0.03169102221727371,2293,0.4820750738085196,2371,1143
인구,range2,2022Q2,-0.039392368845336576,0.026258951575658683,-0.03663558326661587,-0.2367483377456665,0.049870334565639496,1264,0.8229885057471265,1305,1074
조리원,range2,2022Q2,-0.07913004936537683,0.01796442330603178,-0.08244022727012634,-0.19489631056785583,0.016499608755111694,1289,0.6152671755725191,1310,806
부부,range2,2022Q2,-0.06702359866489298,0.02593285440424559,-0.06854511797428131,-0.16495653986930847,0.03762982413172722,1985,0.5744888023369036,2054,1180
가족,range2,2022Q2,-0.061943069603268605,0.028621039216591516,-0.0642976313829422,-0.19394803047180176,0.06012972444295883,2189,0.5805592543275633,2253,1308
수유,range2,2022Q2,-0.07090245826494586,0.016051130746743424,-0.07272345200181007,-0.15829432010650635,0.03847862035036087,1216,0.8047192839707079,1229,989
첫째,range2,2022Q2,-0.08967902263020644,0.020312745171699474,-0.0885481983423233,-0.1802096962928772,-0.004458023700863123,1030,0.7988505747126436,1044,834
정부,range2,2022Q2,-0.05454674151757089,0.028241734762058907,-0.05801122635602951,-0.17154143750667572,0.06673794239759445,1411,0.8197713517148622,1487,1219
애기,range2,2022Q2,-0.10010653530239813,0.02102954104229803,-0.09828368946909904,-0.19619233906269073,-0.007789062336087227,1452,0.39464882943143814,1495,590
기저귀,range2,2022Q2,-0.08192099584953359,0.017657999235412693,-0.08232684433460236,-0.1922268122434616,0.03847862035036087,1017,0.8333333333333334,1044,870
출산율,range2,2022Q2,-0.05280662554328222,0.021249511412536636,-0.055898647755384445,-0.17037855088710785,0.012072006240487099,1009,0.8094768015794669,1013,820
교육,range2,2022Q2,-0.050321943369772956,0.02514716967619556,-0.05134759098291397,-0.1516103297472,0.04719109088182449,1263,0.6897837434750187,1341,925
분유,range2,2022Q2,-0.08344509209533937,0.01755398165879544,-0.08403019607067108,-0.1822044402360916,-0.013369928114116192,907,0.7581344902386117,922,699
가정,range2,2022Q2,-0.056141883906709766,0.025582447479394,-0.05620209127664566,-0.1778140366077423,0.04987030103802681,1393,0.6240444753300903,1439,898
검사,range2,2022Q2,-0.06866857479326427,0.017275745805337417,-0.07082723081111908,-0.12998729944229126,0.03847862035036087,1156,0.7963272120200334,1198,954
딸,range2,2022Q2,-0.09016994500321951,0.023050052276566018,-0.08884837478399277,-0.1861901581287384,0.017403241246938705,1511,0.44652061855670105,1552,693
여성,range2,2022Q2,-0.05734438478095924,0.026245674607152828,-0.05897136777639389,-0.1657516360282898,0.06012972444295883,2867,0.6832532601235415,2914,1991
산후,range2,2022Q2,-0.07225368570977324,0.02503924592228606,-0.06906600296497345,-0.18638288974761963,0.03847862035036087,1677,0.4538848518725545,1789,812
휴직,range2,2022Q2,-0.055462870669784434,0.02530931955771126,-0.05607941746711731,-0.13598549365997314,0.049870334565639496,1142,0.9228100607111882,1153,1064
육아휴직,range2,2022Q2,-0.06748189140533725,0.019535478227778277,-0.07070347666740417,-0.15939396619796753,0.001155576203018427,626,0.5677830940988836,627,356
젖병,range2,2022Q2,-0.07634725081089598,0.0150454198694355,-0.07727289572358131,-0.15692254900932312,0.038478583097457886,650,0.7682926829268293,656,504
태동,range2,2022Q2,-0.07487041469773803,0.017653216086254583,-0.0768340602517128,-0.16477841138839722,-0.0093702282756567,641,0.7142857142857143,644,460
출생,range2,2022Q2,-0.04634673178273303,0.022251715204224864,-0.04679819941520691,-0.14748957753181458,0.049870334565639496,1493,0.6249171636845593,1509,943
아들,range2,2022Q2,-0.09068104474878157,0.02307567239225289,-0.08912564814090729,-0.18434588611125946,0.0015195049345493317,1291,0.2837662337662338,1540,437
혼인,range2,2022Q2,-0.05461856753236387,0.01978462454845335,-0.052006013691425323,-0.1532873511314392,0.03847862035036087,971,0.7306532663316583,995,727
초음파,range2,2022Q2,-0.0767478634400341,0.01922496646792889,-0.07877590879797935,-0.17511197924613953,-0.009764095768332481,624,0.7104430379746836,632,449
부모님,range2,2022Q2,-0.0781410958658418,0.024389529411841793,-0.07914400473237038,-0.17953717708587646,0.016499608755111694,736,0.6933333333333334,750,520
입원,range2,2022Q2,-0.06977213904726612,0.014311070183754682,-0.0700472742319107,-0.13122501969337463,-0.014097238890826702,729,0.7330623306233063,738,541
진통,range2,2022Q2,-0.08036092792996069,0.018420919646730868,-0.08186303824186325,-0.20132237672805786,0.03847862035036087,647,0.7037593984962406,665,468
태명,range2,2022Q2,-0.09450772558921017,0.02080799542990629,-0.08966783434152603,-0.21259036660194397,-0.038794174790382385,512,0.6444866920152091,526,339
자연분만,range2,2022Q2,-0.07959613426836258,0.014931316418482788,-0.08075164258480072,-0.21596947312355042,-0.031530000269412994,545,0.6142595978062158,547,336
제왕절개,range2,2022Q2,-0.0766651683827865,0.01638691672929032,-0.0797271877527237,-0.15705344080924988,0.03847862035036087,653,0.6717557251908397,655,440
통증,range2,2022Q2,-0.07343718406637957,0.014895278236753514,-0.0737779438495636,-0.12923097610473633,-0.019868068397045135,578,0.8080808080808081,594,480
수술,range2,2022Q2,-0.07276707375049592,0.017545412226635793,-0.07398483529686928,-0.14999742805957794,0.049870334565639496,750,0.7038007863695938,763,537
생후,range2,2022Q2,-0.07412417479937798,0.02236575531070496,-0.06996554881334305,-0.1777791678905487,0.003343761432915926,475,0.9408163265306122,490,461
신혼부부,range2,2022Q2,-0.05732273627038583,0.02351740275241284,-0.05770372971892357,-0.16263186931610107,0.010941705666482449,548,0.7010869565217391,552,387
물티슈,range2,2022Q2,-0.07758458440601168,0.015758687017600394,-0.08078601211309433,-0.13732710480690002,-0.012940116226673126,453,0.8144104803493449,458,373
이유식,range2,2022Q2,-0.08057223992257179,0.014608593941798325,-0.0828319564461708,-0.13648366928100586,-0.004307925701141357,395,0.7027707808564232,397,279
비혼,range2,2022Q2,-0.06194706865719956,0.03334857595520605,-0.058314383029937744,-0.22371500730514526,0.03847862035036087,467,0.0,478,0
아내,range2,2022Q2,-0.08294051361224013,0.022472014901624048,-0.08362695574760437,-0.1809948831796646,0.016499608755111694,705,0.28798185941043086,882,254
통계,range2,2022Q2,-0.02326911927507386,0.026015558190394857,-0.01905688550323248,-0.10844385623931885,0.06012972444295883,556,0.7491228070175439,570,427
제도,range2,2022Q2,-0.044743942797893115,0.033498094159101245,-0.04333905503153801,-0.2367483377456665,0.049870334565639496,1358,0.618508655126498,1502,929
고령화,range2,2022Q2,-0.03653499476803686,0.025895228111369954,-0.03533100336790085,-0.16035233438014984,0.049870334565639496,417,0.8329411764705882,425,354
양육,range2,2022Q2,-0.05863812506663479,0.020784394218991763,-0.0566265732049942,-0.15066081285476685,0.01622694544494152,874,0.7142857142857143,882,630
연애,range2,2022Q2,-0.07050591556785199,0.023765559673771815,-0.06693801283836365,-0.1552080512046814,0.012072006240487099,429,0.3704545454545455,440,163
출생아,range2,2022Q2,-0.040687325526711976,0.022726898102538428,-0.03878016024827957,-0.09471162408590317,0.05602176487445831,469,0.7161016949152542,472,338
애들,range2,2022Q2,-0.09461545695747048,0.02457003861514305,-0.09060196951031685,-0.19489631056785583,0.007470245938748121,408,0.023696682464454975,422,10
남성,range2,2022Q2,-0.06741546209196642,0.02958600621156125,-0.06852729618549347,-0.21402326226234436,0.03847862035036087,1736,0.48953027730616866,1767,865
내진,range2,2022Q2,-0.07693605151650441,0.011846544120365362,-0.077237568795681,-0.1254405677318573,-0.006131879985332489,293,0.5833333333333334,300,175
통계청,range2,2022Q2,-0.020025121306793556,0.023272871672744024,-0.016574416309595108,-0.09029240906238556,0.03614230081439018,360,0.9313186813186813,364,339
복지,range2,2022Q2,-0.03482029325649583,0.028710793523948175,-0.03537473827600479,-0.1686873733997345,0.0518375039100647,778,0.38105489773950485,929,354
가사,range2,2022Q2,-0.0636837755069512,0.02416732710665059,-0.060378894209861755,-0.1709667444229126,0.006921387277543545,397,0.5441860465116279,430,234
아동,range2,2022Q2,-0.05045327157890805,0.022900723093567617,-0.047611601650714874,-0.13557620346546173,0.03847862035036087,709,0.5304010349288486,773,410
출산률,range2,2022Q2,-0.05452392212595911,0.030576140729526923,-0.051650650799274445,-0.21745888888835907,0.004842653404921293,310,0.0,315,0
태동검사,range2,2022Q2,-0.07723587185303511,0.011496526548254678,-0.07867845892906189,-0.12166497111320496,-0.04518663138151169,281,0.5298245614035088,285,151
산부인과,range2,2022Q2,-0.07198177812869933,0.020770825995821574,-0.07552586495876312,-0.17431093752384186,-0.002077349927276373,853,0.7298850574712644,870,635
돌봄,range2,2022Q2,-0.05114762832233373,0.02009058393237413,-0.051031194627285004,-0.13802456855773926,0.009277451783418655,331,0.8102409638554217,332,269
유도분만,range2,2022Q2,-0.07986230566244736,0.012057321161043775,-0.07980715483427048,-0.1450684368610382,-0.038252465426921844,297,0.49158249158249157,297,146
독박육아,range2,2022Q2,-0.07714516017231877,0.026455718250022485,-0.07926836609840393,-0.18297484517097473,-0.012645520269870758,263,0.0,272,0
주택,range2,2022Q2,-0.05086741497350001,0.02116187856687513,-0.052330585196614265,-0.13949447870254517,0.05465361475944519,518,0.6685393258426966,534,357
저출생,range2,2022Q2,-0.0388853697596229,0.020920526526299922,-0.03680888190865517,-0.15327829122543335,0.026797151193022728,268,0.0,270,0
합계출산율,range2,2022Q2,-0.0536988970774854,0.020469451253510452,-0.05990681238472462,-0.09531939029693604,0.015656987205147743,344,0.877906976744186,344,302
가구,range2,2022Q2,-0.050108760615617746,0.025209732909103964,-0.04973254352807999,-0.13242998719215393,0.023206235840916634,608,0.6891271056661562,653,450
주거,range2,2022Q2,-0.04761335488433975,0.027077039723525726,-0.04143088683485985,-0.17118418216705322,0.049870334565639496,518,0.5488454706927176,563,309
출생신고,range2,2022Q2,-0.07233810570653317,0.01823009276082869,-0.07799011096358299,-0.11995875090360641,-0.005886193364858627,318,0.7169811320754716,318,228
맞벌이,range2,2022Q2,-0.0623833850069448,0.025497218308461748,-0.063087597489357,-0.16899152100086212,-0.00010100565850734711,301,0.7026143790849673,306,215
혼인신고,range2,2022Q2,-0.06599758466712059,0.018458045515837837,-0.07052896171808243,-0.1081370860338211,-0.005630115512758493,292,0.75,292,219
집안일,range2,2022Q2,-0.07386280458555756,0.018069512921257126,-0.07544861733913422,-0.15032869577407837,-0.02363898977637291,303,0.35737704918032787,305,109
쌍둥이,range2,2022Q2,-0.08378720304515577,0.019900180571757166,-0.08486267924308777,-0.1497170329093933,-0.01802872307598591,399,0.46943765281173594,409,192
촉진제,range2,2022Q2,-0.07584501488957028,0.020269051692359635,-0.0801425576210022,-0.21402326226234436,0.002098248340189457,163,0.5950920245398773,163,97
이혼,range2,2022Q2,-0.06303886389593963,0.023329477699543112,-0.06263976916670799,-0.16311466693878174,0.013036586344242096,358,0.6537396121883656,361,236
모유,range2,2022Q2,-0.07491586453491642,0.02035398901894296,-0.0750575102865696,-0.20551300048828125,0.038478583097457886,806,0.8140394088669951,812,661
어린이집,range2,2022Q2,-0.07143284881502883,0.023262440893946214,-0.07373048737645149,-0.21596947312355042,-0.011952508240938187,484,0.6443089430894309,492,317
모유수유,range2,2022Q2,-0.07572338409521732,0.018062606568856446,-0.07784470170736313,-0.16681957244873047,-0.02416408434510231,484,0.46406570841889117,487,226
의사,range2,2022Q2,-0.059194384610431416,0.025346885179285142,-0.056514397263526917,-0.1584707796573639,0.03847862035036087,925,0.6326732673267327,1010,639
산후조리,range2,2022Q2,-0.0709641843498182,0.018690339511120355,-0.0721791684627533,-0.18107032775878906,0.038478583097457886,695,0.1148936170212766,705,81
유치원,range2,2022Q2,-0.06626452830507348,0.024077144245991763,-0.06622234731912613,-0.14258742332458496,0.017945434898138046,223,0.5089285714285714,224,114
태아,range2,2022Q2,-0.07928165889190072,0.023233260916969558,-0.08345143496990204,-0.14130555093288422,0.03847862035036087,847,0.43568945538818077,863,376
전문의,range2,2022Q2,-0.06517297656309465,0.019372263219188328,-0.06651684641838074,-0.12294116616249084,-0.005318704526871443,191,0.8367346938775511,196,164
젖,range2,2022Q2,-0.08055912500822342,0.018796468842173824,-0.0777595043182373,-0.19201819598674774,0.03847862035036087,1001,0.34955312810327704,1007,352
산후조리원,range2,2022Q2,-0.07293438966627475,0.017288197284516728,-0.07610378041863441,-0.13933008909225464,-0.013743031769990921,486,0.6127049180327869,488,299
의학,range2,2022Q2,-0.04509523259264163,0.026435877638879092,-0.04484760947525501,-0.14204677939414978,0.05183747038245201,220,0.5404255319148936,235,127
아이들,range2,2022Q2,-0.08753617744153465,0.02066604982063587,-0.0882088877260685,-0.18879860639572144,-0.011628011241555214,1310,0.790273556231003,1316,1040
태교,range2,2022Q2,-0.07721904876448636,0.021938469869170498,-0.07953006401658058,-0.16676491498947144,-0.008546099066734314,530,0.6343283582089553,536,340
진료,range2,2022Q2,-0.07039988588522515,0.021035691168758478,-0.07242065295577049,-0.17118418216705322,0.00296328729018569,678,0.684971098265896,692,474
소아과,range2,2022Q2,-0.06885331841281701,0.023796365723411147,-0.07254191115498543,-0.1638777107000351,0.00584196113049984,194,0.020100502512562814,199,4
출산,range2,2022Q3,-0.04578217637055223,0.024525711081581268,-0.04902925714850426,-0.1976068615913391,0.054924026131629944,12033,0.8001130217163155,12387,9911
육아,range2,2022Q3,-0.05285645127624293,0.02712810711004212,-0.05168301612138748,-0.2061367928981781,0.054924026131629944,8437,0.7835016062413951,8716,6829
아이,range2,2022Q3,-0.06150631651172341,0.021214919222367006,-0.05821632593870163,-0.2061367928981781,0.022773370146751404,5996,0.560182916870815,6123,3430
아기,range2,2022Q3,-0.06942525776597677,0.023808484528078454,-0.06763691827654839,-0.1994742751121521,0.04579731449484825,5386,0.668958031837916,5528,3698
임신,range2,2022Q3,-0.0537410637330511,0.02128382954433553,-0.052670687437057495,-0.17891888320446014,0.04579731449484825,5261,0.7439550140581068,5335,3969
엄마,range2,2022Q3,-0.06746778037296754,0.02378791467565277,-0.06329704076051712,-0.17675022780895233,0.030269410461187363,3769,0.5824033220866857,3853,2244
결혼,range2,2022Q3,-0.05116884275428771,0.021223186462250958,-0.05020524561405182,-0.17622357606887817,0.04579731449484825,3601,0.743878954607978,3635,2704
애,range2,2022Q3,-0.0768293689130681,0.030381883056901236,-0.07480952143669128,-0.2061367928981781,0.054924026131629944,4827,0.2562965590634977,5638,1445
남편,range2,2022Q3,-0.06397741226423842,0.025899209469680357,-0.05872267484664917,-0.1817905604839325,0.030269410461187363,2581,0.3889101338432122,2615,1017
신생아,range2,2022Q3,-0.06805924580028541,0.025055970762279854,-0.06805793195962906,-0.16427358984947205,0.04579731449484825,2414,0.6754563894523327,2465,1665
